Churn,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
0,26.0,3.0,12.0,3,1,2.0,3.0,3,3.0,0,3.0,1.0,20.0,0.0,5.0,123.06,1
0,18.0,1.0,15.0,2,1,2.0,3.0,3,4.0,1,9.0,0.0,18.0,1.0,15.0,123.47999999999999,1
0,5.0,3.0,14.0,3,0,2.0,3.0,0,2.0,2,2.0,0.0,14.0,2.0,7.0,189.98,0
0,2.0,1.0,6.0,0,1,2.0,3.0,3,3.0,0,2.0,0.0,13.0,0.0,,143.19,0
0,0.0,1.0,13.0,1,-1,2.0,4.0,3,3.0,0,3.0,0.0,17.0,1.0,0.0,1974.0,1
0,30.0,1.0,15.0,1,0,3.0,4.0,2,4.0,0,5.0,1.0,20.0,1.0,0.0,133.46,1
0,13.0,3.0,10.0,3,1,3.0,4.0,0,2.0,0,8.0,0.0,11.0,2.0,11.0,208.55,1
0,7.0,3.0,8.0,3,0,3.0,3.0,2,,0,7.0,0.0,18.0,1.0,2.0,122.31,0
0,0.0,1.0,25.0,1,1,3.0,3.0,2,2.0,0,2.0,0.0,24.0,0.0,2.0,123.22999999999999,1
0,0.0,1.0,15.0,1,1,2.0,3.0,2,4.0,1,7.0,0.0,18.0,0.0,2.0,120.24000000000001,0
0,1.0,1.0,27.0,1,1,2.0,3.0,2,2.0,0,2.0,0.0,11.0,0.0,2.0,127.13,1
0,30.0,1.0,30.0,2,1,2.0,2.0,0,2.0,1,,,16.0,1.0,4.0,194.39,1
0,0.0,1.0,9.0,-1,1,3.0,4.0,2,3.0,1,2.0,1.0,15.0,0.0,1.0,125.66,-1
0,23.0,1.0,17.0,2,0,2.0,3.0,1,4.0,2,4.0,0.0,15.0,2.0,4.0,299.26,1
0,14.0,1.0,20.0,2,1,2.0,3.0,2,3.0,1,5.0,0.0,12.0,1.0,8.0,124.50999999999999,1
0,3.0,3.0,11.0,2,0,2.0,3.0,0,2.0,0,3.0,0.0,12.0,2.0,4.0,194.19,1
0,11.0,3.0,6.0,2,0,2.0,4.0,3,2.0,2,5.0,0.0,22.0,1.0,,186.86,1
0,5.0,1.0,12.0,2,1,2.0,3.0,2,3.0,2,4.0,0.0,20.0,0.0,4.0,130.38,1
0,0.0,1.0,23.0,0,1,2.0,3.0,2,4.0,0,1.0,1.0,16.0,1.0,1.0,130.58,1
1,0.0,3.0,6.0,0,0,3.0,5.0,2,5.0,2,1.0,0.0,21.0,1.0,0.0,123.25,0
0,9.0,1.0,9.0,1,1,1.0,3.0,2,4.0,2,5.0,0.0,12.0,4.0,2.0,120.88,0
0,3.0,1.0,15.0,1,1,3.0,3.0,3,5.0,1,2.0,0.0,11.0,0.0,10.0,130.72,0
0,18.0,3.0,10.0,-1,0,1.0,3.0,3,5.0,1,5.0,1.0,11.0,0.0,3.0,150.06,-1
0,29.0,1.0,14.0,2,0,3.0,3.0,2,5.0,1,5.0,1.0,18.0,1.0,2.0,142.57,1
0,6.0,1.0,8.0,2,1,2.0,3.0,2,2.0,2,1.0,0.0,14.0,0.0,,125.0,1
1,0.0,1.0,8.0,2,1,2.0,4.0,2,2.0,2,2.0,0.0,22.0,0.0,0.0,111.02000000000001,1
0,19.0,3.0,6.0,3,0,3.0,3.0,0,5.0,1,2.0,0.0,25.0,4.0,7.0,204.53,-1
0,99.0,1.0,15.0,2,0,3.0,3.0,2,2.0,2,2.0,0.0,12.0,1.0,1.0,122.88,1
0,4.0,1.0,18.0,1,0,3.0,3.0,2,2.0,0,9.0,1.0,23.0,1.0,2.0,139.29,1
0,7.0,1.0,33.0,1,0,3.0,3.0,2,4.0,2,3.0,0.0,15.0,1.0,2.0,123.11000000000001,1
1,4.0,3.0,26.0,3,0,3.0,3.0,2,4.0,2,2.0,1.0,22.0,0.0,2.0,131.4,1
0,23.0,1.0,6.0,1,1,2.0,4.0,2,3.0,0,3.0,0.0,15.0,0.0,2.0,,1
0,26.0,1.0,19.0,1,0,2.0,2.0,3,5.0,1,2.0,0.0,11.0,1.0,3.0,144.5,1
0,6.0,1.0,20.0,1,0,3.0,3.0,2,4.0,0,,,13.0,0.0,6.0,127.56,1
0,13.0,1.0,10.0,1,0,2.0,3.0,1,3.0,0,2.0,0.0,14.0,0.0,9.0,290.33,1
0,28.0,1.0,20.0,1,1,3.0,2.0,1,4.0,2,9.0,0.0,11.0,0.0,15.0,287.22,1
0,7.0,1.0,8.0,2,1,2.0,4.0,3,3.0,0,2.0,0.0,17.0,0.0,9.0,195.47,0
0,24.0,1.0,9.0,1,0,3.0,3.0,4,4.0,2,4.0,0.0,18.0,0.0,0.0,237.33999999999997,1
0,25.0,1.0,6.0,2,1,3.0,4.0,1,3.0,0,,,14.0,1.0,9.0,299.99,1
0,0.0,1.0,15.0,1,0,2.0,3.0,2,,2,2.0,0.0,16.0,1.0,3.0,122.78999999999999,1
1,0.0,1.0,29.0,2,1,2.0,4.0,3,3.0,0,4.0,1.0,13.0,1.0,1.0,159.16,1
0,16.0,1.0,13.0,1,1,2.0,2.0,2,2.0,1,5.0,0.0,14.0,0.0,2.0,120.88999999999999,0
0,18.0,1.0,8.0,1,1,3.0,4.0,4,2.0,0,130.0,0.0,23.0,9.0,8.0,267.92,0
0,10.0,1.0,27.0,2,1,3.0,2.0,2,5.0,0,2.0,1.0,12.0,0.0,7.0,135.64,1
0,8.0,1.0,8.0,1,0,2.0,3.0,3,4.0,2,6.0,0.0,11.0,1.0,2.0,144.25,0
0,15.0,1.0,27.0,1,0,2.0,3.0,3,3.0,1,3.0,0.0,16.0,0.0,2.0,152.65,0
0,11.0,1.0,8.0,2,1,2.0,3.0,3,3.0,0,10.0,0.0,14.0,0.0,0.0,165.53,1
0,11.0,1.0,35.0,0,1,2.0,3.0,3,2.0,0,4.0,0.0,18.0,0.0,7.0,162.61,1
0,0.0,1.0,6.0,-1,1,2.0,4.0,3,5.0,0,6.0,0.0,19.0,0.0,0.0,142.98,-1
0,22.0,1.0,24.0,2,1,3.0,3.0,3,2.0,1,2.0,1.0,15.0,0.0,7.0,168.04,0
0,7.0,1.0,16.0,1,1,2.0,3.0,2,3.0,1,2.0,1.0,17.0,2.0,0.0,138.15,0
0,13.0,1.0,25.0,1,1,2.0,3.0,3,2.0,0,9.0,1.0,15.0,1.0,7.0,127.41,1
1,1.0,1.0,35.0,1,1,3.0,,3,5.0,0,8.0,1.0,19.0,0.0,0.0,166.73,1
1,0.0,3.0,33.0,3,0,2.0,3.0,0,2.0,0,2.0,0.0,22.0,1.0,9.0,176.39,1
0,0.0,1.0,11.0,2,1,2.0,2.0,2,4.0,1,2.0,1.0,16.0,0.0,2.0,123.28,1
0,9.0,1.0,24.0,1,0,3.0,3.0,2,2.0,2,2.0,0.0,13.0,1.0,,121.53,0
0,13.0,1.0,15.0,2,1,3.0,4.0,3,2.0,0,10.0,0.0,14.0,1.0,2.0,148.76,0
0,,1.0,6.0,1,1,3.0,3.0,0,5.0,1,8.0,0.0,16.0,0.0,3.0,193.96,1
1,0.0,3.0,10.0,1,1,2.0,5.0,0,2.0,0,2.0,0.0,11.0,7.0,8.0,204.0,1
0,3.0,1.0,6.0,2,1,2.0,4.0,0,3.0,2,2.0,0.0,22.0,2.0,,184.74,0
0,99.0,3.0,26.0,2,0,2.0,3.0,3,3.0,2,2.0,0.0,14.0,1.0,7.0,199.81,0
0,24.0,1.0,14.0,2,1,2.0,,0,4.0,0,,0.0,16.0,1.0,7.0,224.89999999999998,-1
1,0.0,1.0,9.0,0,0,2.0,3.0,2,5.0,2,6.0,1.0,11.0,1.0,4.0,126.57,1
0,14.0,3.0,12.0,2,0,3.0,3.0,0,2.0,2,4.0,1.0,18.0,0.0,0.0,235.91000000000003,1
1,0.0,3.0,32.0,3,0,2.0,4.0,3,5.0,2,6.0,0.0,15.0,0.0,1.0,166.96,0
1,,1.0,6.0,0,1,2.0,3.0,2,3.0,2,1.0,0.0,14.0,0.0,5.0,120.58000000000001,1
0,18.0,3.0,12.0,1,0,2.0,4.0,0,2.0,2,7.0,0.0,12.0,12.0,8.0,188.65,0
0,27.0,3.0,9.0,3,0,2.0,3.0,3,5.0,0,3.0,0.0,14.0,1.0,5.0,159.4,1
0,9.0,1.0,11.0,2,1,3.0,3.0,3,4.0,2,9.0,0.0,16.0,0.0,7.0,159.14,1
0,6.0,1.0,10.0,1,0,2.0,4.0,2,4.0,0,7.0,0.0,21.0,0.0,1.0,126.22,1
0,10.0,1.0,17.0,4,1,2.0,3.0,0,2.0,1,2.0,1.0,14.0,0.0,7.0,221.85000000000002,0
0,11.0,3.0,9.0,2,1,3.0,3.0,0,3.0,1,1.0,0.0,12.0,1.0,13.0,206.08999999999997,1
0,4.0,1.0,6.0,1,1,2.0,5.0,3,3.0,0,1.0,0.0,12.0,1.0,4.0,143.45,0
0,30.0,1.0,9.0,2,1,3.0,4.0,2,2.0,0,4.0,0.0,17.0,0.0,0.0,121.77000000000001,1
0,10.0,3.0,10.0,3,1,2.0,3.0,2,2.0,1,5.0,0.0,17.0,1.0,,0.0,0
0,2.0,3.0,6.0,1,0,2.0,3.0,0,2.0,0,2.0,0.0,14.0,4.0,,179.18,0
0,8.0,3.0,6.0,3,0,3.0,3.0,0,3.0,2,2.0,0.0,14.0,1.0,,187.89,0
1,0.0,1.0,24.0,1,1,2.0,4.0,2,2.0,2,2.0,1.0,13.0,0.0,1.0,123.88999999999999,1
0,25.0,1.0,8.0,2,0,2.0,4.0,2,2.0,2,8.0,0.0,15.0,0.0,2.0,132.12,1
0,15.0,1.0,10.0,0,1,2.0,3.0,1,2.0,0,2.0,0.0,11.0,0.0,15.0,292.32,1
0,30.0,2.0,12.0,1,1,2.0,3.0,2,3.0,0,9.0,0.0,17.0,2.0,2.0,122.66999999999999,1
0,23.0,3.0,6.0,1,0,3.0,3.0,1,2.0,1,4.0,0.0,11.0,1.0,6.0,295.17,1
1,0.0,1.0,20.0,1,1,2.0,3.0,2,2.0,0,6.0,1.0,13.0,0.0,4.0,124.36000000000001,1
0,16.0,3.0,22.0,3,0,3.0,,4,2.0,0,,1.0,22.0,0.0,9.0,260.64,-1
1,0.0,1.0,8.0,2,0,2.0,3.0,2,5.0,0,8.0,0.0,20.0,1.0,7.0,127.07,1
0,25.0,3.0,8.0,2,1,3.0,4.0,1,3.0,2,2.0,1.0,18.0,7.0,12.0,290.68,0
0,5.0,3.0,10.0,2,0,2.0,3.0,2,4.0,0,3.0,0.0,11.0,1.0,2.0,139.31,1
1,0.0,1.0,6.0,2,1,3.0,4.0,2,3.0,2,1.0,1.0,14.0,1.0,2.0,137.3,1
0,12.0,1.0,6.0,1,0,3.0,3.0,2,3.0,1,8.0,0.0,14.0,0.0,2.0,122.32,1
0,5.0,3.0,32.0,3,1,,3.0,3,2.0,0,1.0,0.0,18.0,1.0,2.0,144.65,-1
0,14.0,1.0,25.0,2,1,2.0,3.0,3,5.0,1,3.0,0.0,16.0,1.0,0.0,130.72,1
0,13.0,1.0,30.0,0,1,3.0,3.0,3,2.0,1,2.0,0.0,17.0,2.0,7.0,133.19,1
0,18.0,1.0,6.0,4,-1,3.0,2.0,1,2.0,0,1.0,0.0,11.0,1.0,7.0,1955.0,1
0,4.0,1.0,9.0,1,1,3.0,3.0,0,3.0,1,10.0,0.0,12.0,1.0,2.0,236.75,0
0,6.0,1.0,11.0,2,0,3.0,4.0,2,2.0,0,2.0,0.0,13.0,0.0,2.0,129.11,1
0,7.0,1.0,8.0,2,1,2.0,4.0,3,5.0,0,7.0,0.0,13.0,0.0,9.0,159.57,1
0,10.0,1.0,6.0,1,0,2.0,4.0,2,5.0,0,3.0,0.0,14.0,1.0,2.0,139.2,1
0,18.0,1.0,13.0,2,1,3.0,2.0,3,3.0,0,5.0,0.0,17.0,0.0,2.0,164.34,0
1,0.0,1.0,16.0,1,1,3.0,3.0,0,3.0,1,7.0,0.0,11.0,1.0,0.0,200.48,0
0,12.0,1.0,8.0,0,0,3.0,3.0,0,3.0,2,1.0,0.0,25.0,10.0,8.0,209.38,0
0,2.0,1.0,21.0,2,1,2.0,3.0,2,2.0,2,2.0,0.0,19.0,0.0,5.0,123.4,1
0,15.0,1.0,23.0,2,0,2.0,2.0,3,5.0,2,4.0,1.0,13.0,0.0,2.0,165.45,-1
0,2.0,3.0,26.0,3,1,2.0,3.0,3,2.0,1,3.0,0.0,14.0,1.0,2.0,169.31,1
0,0.0,1.0,6.0,2,0,3.0,3.0,3,3.0,0,1.0,0.0,12.0,1.0,2.0,148.98,1
0,15.0,1.0,8.0,1,0,2.0,4.0,2,5.0,1,1.0,1.0,11.0,4.0,8.0,125.93,1
0,13.0,1.0,8.0,1,1,2.0,3.0,1,3.0,1,1.0,0.0,19.0,0.0,9.0,294.36,1
0,24.0,1.0,6.0,2,1,3.0,3.0,2,2.0,0,2.0,0.0,11.0,1.0,0.0,127.22999999999999,1
1,0.0,1.0,35.0,1,1,3.0,4.0,2,4.0,2,1.0,0.0,11.0,1.0,4.0,134.79,0
0,5.0,1.0,13.0,2,1,3.0,2.0,2,4.0,0,2.0,0.0,20.0,0.0,3.0,127.94,-1
0,11.0,3.0,8.0,2,1,2.0,4.0,3,2.0,0,4.0,0.0,18.0,6.0,5.0,152.49,0
0,5.0,1.0,8.0,0,1,2.0,4.0,3,5.0,2,5.0,0.0,13.0,0.0,4.0,121.75999999999999,1
0,19.0,3.0,8.0,0,0,3.0,5.0,4,4.0,0,4.0,1.0,12.0,6.0,7.0,268.72,1
1,0.0,1.0,8.0,2,1,3.0,3.0,2,3.0,2,,0.0,11.0,1.0,0.0,134.85,1
0,2.0,3.0,8.0,1,1,3.0,4.0,3,4.0,0,3.0,0.0,19.0,0.0,0.0,166.44,1
0,4.0,1.0,29.0,1,1,3.0,4.0,3,2.0,0,1.0,0.0,21.0,1.0,8.0,155.82,1
0,0.0,1.0,11.0,2,1,2.0,2.0,3,,1,2.0,0.0,12.0,1.0,5.0,140.0,0
0,18.0,1.0,26.0,-1,1,3.0,3.0,4,2.0,0,1.0,1.0,14.0,0.0,10.0,234.95999999999998,-1
0,9.0,1.0,12.0,2,1,2.0,3.0,2,2.0,0,1.0,0.0,11.0,4.0,11.0,132.1,1
0,28.0,1.0,6.0,1,1,2.0,3.0,1,5.0,2,1.0,1.0,14.0,4.0,13.0,290.45,1
1,10.0,1.0,35.0,2,1,2.0,3.0,0,4.0,0,2.0,1.0,12.0,5.0,9.0,218.49,0
0,1.0,1.0,15.0,1,1,3.0,3.0,2,2.0,0,2.0,0.0,23.0,1.0,4.0,120.69999999999999,1
0,10.0,3.0,12.0,1,1,3.0,3.0,3,2.0,0,5.0,0.0,14.0,0.0,1.0,165.02,1
0,0.0,1.0,9.0,1,1,3.0,4.0,2,3.0,2,2.0,0.0,17.0,1.0,0.0,132.3,1
0,10.0,1.0,6.0,1,0,0.0,3.0,0,2.0,1,3.0,1.0,18.0,0.0,2.0,236.02999999999997,0
0,2.0,1.0,28.0,2,0,3.0,2.0,0,4.0,1,8.0,0.0,18.0,5.0,2.0,219.95999999999998,1
0,11.0,3.0,13.0,1,0,2.0,2.0,3,5.0,1,2.0,1.0,24.0,0.0,7.0,156.05,1
0,0.0,1.0,6.0,2,0,2.0,3.0,3,4.0,1,2.0,0.0,20.0,0.0,4.0,163.97,0
0,23.0,1.0,10.0,2,1,3.0,3.0,1,4.0,1,4.0,0.0,14.0,1.0,6.0,291.44,1
0,26.0,1.0,9.0,1,1,2.0,3.0,4,3.0,0,4.0,1.0,16.0,0.0,3.0,275.84,1
0,15.0,3.0,6.0,2,1,2.0,3.0,3,3.0,0,2.0,0.0,25.0,4.0,6.0,149.07,1
0,2.0,3.0,8.0,2,1,2.0,3.0,3,2.0,2,2.0,0.0,18.0,0.0,9.0,145.54,0
0,28.0,1.0,26.0,0,1,2.0,3.0,3,2.0,0,,,19.0,1.0,8.0,154.15,1
0,0.0,1.0,17.0,1,1,2.0,3.0,3,5.0,0,2.0,1.0,13.0,2.0,3.0,147.41,0
0,10.0,1.0,6.0,2,0,2.0,3.0,2,2.0,2,2.0,0.0,12.0,1.0,7.0,121.15,1
1,7.0,1.0,30.0,2,1,2.0,3.0,2,3.0,1,4.0,1.0,22.0,0.0,0.0,131.61,0
0,11.0,1.0,29.0,2,1,2.0,3.0,3,2.0,1,10.0,0.0,14.0,0.0,2.0,157.45,1
1,0.0,1.0,22.0,1,1,2.0,3.0,2,4.0,1,3.0,1.0,13.0,1.0,2.0,123.72999999999999,1
0,1.0,1.0,14.0,2,0,3.0,3.0,2,2.0,2,2.0,0.0,21.0,0.0,2.0,133.1,1
0,22.0,1.0,16.0,2,0,2.0,3.0,1,5.0,2,10.0,1.0,11.0,0.0,2.0,286.65,0
0,9.0,1.0,9.0,0,1,1.0,3.0,3,4.0,2,,,12.0,6.0,7.0,144.85,1
0,4.0,3.0,11.0,3,0,2.0,3.0,2,4.0,1,,,11.0,0.0,2.0,127.88999999999999,0
1,0.0,3.0,10.0,3,1,2.0,4.0,3,2.0,2,2.0,1.0,12.0,7.0,4.0,158.28,1
0,10.0,1.0,15.0,1,1,2.0,3.0,2,2.0,-1,2.0,1.0,12.0,0.0,2.0,123.25999999999999,0
0,15.0,3.0,32.0,3,0,3.0,,4,4.0,0,,0.0,14.0,2.0,8.0,235.25,-1
1,0.0,1.0,9.0,2,1,2.0,3.0,2,3.0,2,2.0,0.0,13.0,0.0,0.0,114.19999999999999,1
0,8.0,3.0,22.0,3,1,3.0,3.0,0,4.0,0,1.0,0.0,15.0,3.0,9.0,180.2,-1
0,9.0,1.0,24.0,2,1,2.0,2.0,2,2.0,0,5.0,0.0,18.0,0.0,0.0,136.88,0
0,24.0,1.0,8.0,1,1,2.0,5.0,3,4.0,1,6.0,0.0,18.0,0.0,2.0,154.82,1
0,14.0,3.0,8.0,2,1,2.0,3.0,4,4.0,2,2.0,0.0,19.0,1.0,4.0,260.15,1
0,0.0,3.0,16.0,1,0,3.0,4.0,2,3.0,2,2.0,0.0,12.0,1.0,0.0,112.0,1
0,1.0,1.0,22.0,1,1,3.0,2.0,3,5.0,2,1.0,0.0,19.0,0.0,7.0,156.61,1
0,4.0,3.0,13.0,0,1,3.0,2.0,3,2.0,0,5.0,0.0,11.0,3.0,7.0,169.29,1
0,12.0,1.0,6.0,1,1,2.0,2.0,0,2.0,1,1.0,0.0,17.0,3.0,7.0,196.13,1
0,9.0,1.0,30.0,2,0,2.0,3.0,3,4.0,0,8.0,0.0,15.0,0.0,8.0,156.74,0
0,5.0,3.0,13.0,2,1,3.0,4.0,3,3.0,0,2.0,0.0,14.0,1.0,8.0,154.84,1
0,11.0,1.0,31.0,2,0,2.0,4.0,0,4.0,0,4.0,0.0,17.0,1.0,1.0,220.61,1
0,30.0,1.0,6.0,2,1,2.0,5.0,3,3.0,1,3.0,1.0,13.0,1.0,,156.6,0
0,4.0,1.0,,0,1,2.0,3.0,2,2.0,0,1.0,1.0,12.0,0.0,3.0,148.21,1
0,4.0,2.0,8.0,4,1,3.0,4.0,3,5.0,0,4.0,0.0,12.0,0.0,0.0,164.1,1
0,18.0,1.0,13.0,2,1,3.0,3.0,0,5.0,1,2.0,0.0,18.0,5.0,11.0,152.1,0
0,4.0,1.0,8.0,2,1,2.0,3.0,2,2.0,1,1.0,1.0,18.0,1.0,2.0,126.94999999999999,1
0,6.0,1.0,11.0,2,0,3.0,3.0,0,4.0,0,7.0,0.0,11.0,2.0,8.0,218.77999999999997,0
0,12.0,1.0,16.0,1,1,2.0,3.0,4,5.0,0,2.0,1.0,14.0,11.0,10.0,270.68,1
0,16.0,1.0,16.0,2,0,2.0,3.0,2,2.0,2,1.0,0.0,19.0,0.0,7.0,124.55000000000001,0
0,22.0,1.0,6.0,0,-1,2.0,4.0,4,3.0,2,8.0,1.0,12.0,1.0,7.0,1813.0,1
1,15.0,1.0,14.0,1,1,2.0,4.0,3,4.0,0,3.0,0.0,15.0,7.0,7.0,149.41,1
0,0.0,1.0,11.0,2,0,2.0,3.0,2,4.0,2,2.0,1.0,12.0,0.0,2.0,124.78,1
0,5.0,3.0,14.0,0,0,3.0,4.0,3,4.0,0,2.0,1.0,11.0,6.0,9.0,152.28,1
0,0.0,3.0,8.0,2,1,3.0,3.0,3,3.0,2,2.0,1.0,11.0,1.0,4.0,144.78,1
0,4.0,3.0,13.0,3,1,3.0,3.0,3,2.0,1,5.0,0.0,12.0,0.0,7.0,175.47,1
0,5.0,1.0,8.0,1,0,3.0,2.0,3,2.0,2,8.0,0.0,16.0,1.0,7.0,150.55,1
1,0.0,1.0,8.0,1,1,2.0,5.0,2,2.0,0,6.0,1.0,13.0,2.0,2.0,134.64,1
0,3.0,1.0,34.0,1,0,3.0,3.0,3,2.0,0,,,13.0,0.0,9.0,157.75,1
0,4.0,1.0,13.0,2,0,2.0,4.0,0,3.0,0,2.0,0.0,24.0,3.0,9.0,189.43,0
0,12.0,1.0,5.0,1,1,2.0,4.0,1,2.0,0,,0.0,15.0,9.0,3.0,292.72,0
1,2.0,3.0,9.0,1,0,2.0,3.0,3,3.0,0,5.0,1.0,18.0,1.0,0.0,152.38,1
0,6.0,3.0,16.0,3,1,2.0,4.0,3,2.0,2,4.0,0.0,14.0,1.0,1.0,146.82,0
0,20.0,1.0,11.0,2,1,2.0,3.0,1,3.0,0,5.0,0.0,11.0,0.0,1.0,283.0,1
0,99.0,1.0,16.0,2,0,2.0,4.0,3,3.0,1,2.0,0.0,11.0,0.0,0.0,152.57,0
0,0.0,3.0,6.0,3,1,3.0,3.0,3,4.0,0,,,13.0,0.0,4.0,163.49,0
0,27.0,1.0,,2,0,2.0,3.0,3,3.0,2,4.0,0.0,12.0,1.0,3.0,148.69,0
0,16.0,1.0,13.0,2,0,2.0,3.0,0,5.0,0,9.0,0.0,16.0,1.0,0.0,,1
0,18.0,1.0,14.0,4,1,3.0,3.0,3,2.0,0,10.0,0.0,14.0,7.0,8.0,136.97,1
0,13.0,3.0,6.0,1,1,2.0,5.0,3,2.0,0,3.0,1.0,22.0,1.0,2.0,174.57,1
1,0.0,1.0,14.0,4,1,3.0,5.0,2,5.0,0,2.0,1.0,11.0,1.0,7.0,121.19,1
0,2.0,1.0,15.0,4,1,1.0,4.0,2,2.0,2,1.0,0.0,17.0,2.0,2.0,139.83,1
0,3.0,3.0,11.0,3,0,1.0,4.0,3,3.0,1,2.0,0.0,13.0,0.0,2.0,161.18,1
0,0.0,3.0,14.0,3,0,2.0,3.0,3,4.0,0,2.0,0.0,18.0,0.0,7.0,162.14,1
0,10.0,1.0,11.0,1,1,3.0,,3,2.0,1,8.0,0.0,16.0,0.0,4.0,163.47,1
0,11.0,1.0,21.0,2,1,3.0,,0,2.0,1,,1.0,14.0,1.0,9.0,215.10000000000002,-1
0,4.0,1.0,13.0,1,0,2.0,3.0,0,2.0,2,2.0,1.0,14.0,2.0,10.0,171.43,1
0,2.0,3.0,16.0,3,0,2.0,4.0,3,4.0,1,2.0,1.0,14.0,0.0,7.0,182.68,1
0,8.0,1.0,11.0,0,1,3.0,3.0,0,4.0,2,1.0,0.0,13.0,0.0,13.0,,1
0,0.0,1.0,32.0,2,1,2.0,3.0,2,2.0,1,2.0,0.0,12.0,1.0,2.0,129.04,1
0,14.0,1.0,12.0,1,1,3.0,4.0,3,4.0,2,7.0,1.0,15.0,1.0,2.0,160.32,1
0,20.0,3.0,10.0,1,1,2.0,3.0,3,3.0,2,4.0,0.0,19.0,0.0,0.0,129.76,0
0,15.0,1.0,29.0,2,0,2.0,3.0,4,2.0,2,3.0,0.0,14.0,0.0,0.0,259.92,1
0,2.0,,8.0,2,1,3.0,3.0,3,3.0,0,2.0,0.0,14.0,1.0,2.0,146.49,0
0,15.0,2.0,8.0,0,1,2.0,3.0,2,3.0,1,1.0,1.0,11.0,1.0,0.0,126.96000000000001,1
0,5.0,1.0,8.0,1,-1,3.0,3.0,2,4.0,0,2.0,0.0,13.0,0.0,7.0,1862.0,1
0,21.0,3.0,35.0,1,0,3.0,3.0,0,3.0,0,4.0,0.0,21.0,0.0,0.0,225.04000000000002,1
0,10.0,1.0,12.0,1,1,2.0,2.0,3,5.0,1,5.0,1.0,13.0,2.0,7.0,159.74,1
